#,id,product_name,product_name_synonyms,price,discontinued,release_date,key_binding,tags,features,keyboard_layout,keyboard_type,switch_options,multi_media_key_count,main_frame_material,key_cap_profile,stabilizer,reinforcing_plate,n_key_rollover,plug_and_play,polling_rate,support_platforms,battery_capacity,bluetooth_runtime,backlight_pattern,connection_method,supports_2_4ghz,dynamic_keystroke,hot_swap_socket,rapid_trigger,size,height_including_key_cap,height_not_including_key_cap,package_contents,warranty_period,weight,color,color_details
128,131,K13 PRO MAX,"[""K13 PRO MAX"", ""K13 MAX"", ""K13 프로 MAX"", ""K13 PRO 맥스"", ""K13 프로 맥스"", ""K13 맥스"", ""K13""]","184,000",false,"",[],"[""게이트론"", ""로우프로파일"", ""기계식"", ""적축"", ""갈축"", ""80%"", ""텐키리스"", ""ABS"", ""알루미늄"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑"", ""로우"", ""파일""]","[""10만원대"", ""슬림""]",80% 텐키리스,기계식 키보드,"[""게이트론 로우프로파일 기계식 2.0 (적축/갈축)""]",12,ABS + 알루미늄,이중사출 PBT/LSA 프로파일(영문: 이중사출),정보 없음,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz/ 무선 2.4GHz",IOS / MAC / Windows / Android / Linux,"2,000mAh",LED 최소 밝기: 약 80시간 / LED OFF: 약 154시간,RGB 22종 - 4단계 밝기 조절,유선: USB Type-C 케이블 / 무선: 블루투스 5.1 & 무선 2.4GHz,2.4GHz 지원,미지원,MX 스타일 로우프로파일 핫스왑 지원,미지원,346 x 118.5mm,프론트: 18.2mm / 리어: 24.1mm,정보 없음,"[""K13 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""Type-A 2.4GHz 리시버"", ""키캡 리무버"", ""스위치 리무버""]",1년,600 ± 10g,"[""RGB LED - 라이트 그레이""]","[{""colorName"": ""RGB LED - 라이트 그레이"", ""releaseDate"": """"}]"
129,132,K5 PRO MAX,"[""K5 프로 맥스"", ""K5 PRO 맥스"", ""K5 맥스"", ""K5 Max"", ""K5 PRO MAX"", ""K5""]","189,000",false,"",[],"[""로우프로파일"", ""갈축"", ""100%"", ""풀배열"", ""알루미늄"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""무한동시입력"", ""2.4GHz"", ""핫스왑""]","[""약 110시간"", ""10만원대"", ""슬림""]",100% 풀배열,기계식 키보드,"[""게이트론 로우프로파일 기계식 2.0 갈축""]",12,ABS + 알루미늄,이중사출 PBT / LSA 프로파일(영문: 이중사출),정보 없음,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz / 무선: 2.4GHz",IOS / MAC / Windows / Android / Linux,"2,000mAh",LED 최소 밝기: 약 70시간 / LED off시: 약 110시간,RGB 22종 - 4단계 밝기 조절,유선: USB Type-C 케이블 / 무선: 블루투스 5.1 & 2.4GHz,2.4GHz 지원,미지원,MX 스타일 로우프로파일 핫스왑 호환,미지원,424 x 119 mm,프론트: 18.2mm / 리어: 23.5mm,정보 없음,"[""K5 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""Type-A 2.4GHz 리시버"", ""키캡 리무버"", ""스위치 리무버""]",1년,720 ± 10g,"[""RGB LED - 다크 그레이""]","[{""colorName"": ""RGB LED - 다크 그레이"", ""releaseDate"": """"}]"
130,133,K4 PRO,"[""K4 프로"", ""케이포 프로"", ""케이포 pro"", ""K4 PRO"", ""K4""]","189,000",false,"",[],"[""핫스왑"", ""기계식"", ""K PRO"", ""적축"", ""청축"", ""갈축"", ""96%"", ""컴팩트 풀배열"", ""ABS"", ""무한동시입력"", ""무선"", ""유선"", ""블루투스""]","[""10만원대"", ""장시간 사용"", ""슬림""]",96% 컴팩트 풀배열,기계식 키보드,"[""키크론 K PRO 기계식 핫스왑 스위치 (적축/청축/갈축)""]",12,ABS,이중사출 PBT/OSA 프로파일(영문:이중사출/한글: 레이저 각인),정보 없음,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz",IOS / MAC / Windows / Android / Linux,"4,000mAh",LED 최소 밝기: 약 100시간 / LED OFF: 약 300시간,RGB 22종 - 4단계 밝기 조절,유선: USB Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 3pin & 5pin 핫스왑 지원,미지원,390.6 x 139.2mm,프론트: 33mm / 리어: 40mm,정보 없음,"[""K4 PRO 키보드"", ""USB Type A to C 케이블"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치"", ""Windows용 추가 키캡""]",1년,1280g,"[""RGB LED - 다크 그레이""]","[{""colorName"": ""RGB LED - 다크 그레이"", ""releaseDate"": """"}]"
131,134,K13 PRO,"[""K13 PRO"", ""K13 프로"", ""케이13 프로"", ""케이13 PRO"", ""K십삼 PRO"", ""K13""]","184,000",false,"",[],"[""로우프로파일"", ""게이트론"", ""기계식"", ""적축"", ""갈축"", ""80%"", ""텐키리스"", ""ABS"", ""볼트 타입 PCB"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""핫스왑"", ""로우"", ""파일""]","[""10만원대"", ""슬림""]",80% 텐키리스,기계식 키보드,"[""게이트론 로우프로파일 기계식 (적축/갈축)""]",12,ABS,이중사출 PBT/LSA 프로파일(영문: 이중사출/한글: 레이저각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz",IOS / MAC / Windows / Android / Linux,"2,000mAh",LED 최소 밝기: 약 33시간 / LED OFF: 약 100시간,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 로우프로파일 핫스왑 지원,미지원,346 x 118.5mm,프론트: 18.2mm / 리어: 24.1mm,정보 없음,"[""K13 PRO 키보드"", ""USB Type C to A 케이블"", ""키캡 리무버"", ""스위치 리무버""]",1년,580g,"[""RGB LED - 다크 그레이""]","[{""colorName"": ""RGB LED - 다크 그레이"", ""releaseDate"": """"}]"
132,135,K1 PRO,"[""K1 프로"", ""케이원 프로"", ""K원 프로"", ""케이원 pro"", ""K원 pro"", ""K1 PRO"", ""K1""]","184,000",false,"",[],"[""적축"", ""갈축"", ""다크 그레이"", ""블루투스"", ""블투"", ""무선"", ""유선"", ""80%"", ""텐키리스"", ""로우프로파일"", ""텐키"", ""핫스왑"", ""기계식"", ""로우"", ""파일""]","[""10만원대"", ""약 100시간"", ""가벼운"", ""슬림""]",80% 텐키리스,기계식 키보드,"[""키크론 로우프로파일 기계식 스위치(적축/갈축)""]",12,ABS + 알루미늄,이중사출PBT/LSA프로파일(영문: 이중사출/한글: 레이저각인),정보 없음,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz",IOS / MAC / Windows / Android / Linux,"2,000mAh",LED 최소밝기: 약 33시간 / LED off시 약 100시간,RGB 18종 - 4단계 밝기 조절,유선: USB Type-C 케이블 / 무선: 블루투스 5.1 ,미지원,미지원,MX 스타일 로우프로파일 핫스왑 지원,미지원,346 x 118.5 mm,프론트: 18.2mm / 리어: 24.1mm,정보 없음,"[""K1 PRO 키보드"", ""USB Type C to A 케이블"", ""키캡 리무버"", ""스위치 리무버""]",1년,580g,"[""RGB LED - 다크 그레이""]","[{""colorName"": ""RGB LED - 다크 그레이"", ""releaseDate"": """"}]"
133,136,Q1 HE,"[""Q1 에이치이"", ""큐원 HE"", ""Q1 HE"", ""Q1""]","315,000",false,"",[],"[""게이트론"", ""듀얼 레일"", ""마그네틱"", ""자석축"", ""75%"", ""컴팩트 텐키리스"", ""기계식"", ""알루미늄"", ""볼트 타입 PCB"", ""무한 동시 입력"", ""유선"", ""무선"", ""2.4GHz"", ""블루투스"", ""블투"", ""래피드 트리거"", ""레피트 트리거"", ""rapid"", ""동적 키스트로크"", ""동적"", ""DynamicKeystroke"", ""핫스왑""]","[""30만원대"", ""게임용"", ""게이밍"", ""게임""]",75% 컴팩트 텐키리스 배열,기계식 키보드,"[""게이트론 2.0 듀얼 레일 마그네틱 스위치""]",12,CNC 가공 알루미늄,이중사출 PBT/OSA프로파일(영문: 이중사출),볼트 타입 PCB 체결,알루미늄,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz / 무선: 2.4GHz", MAC / IOS / Windows / Linux / Android,"4,000mAh","LED OFF: 약 100시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)","RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 & 2.4GHz,2.4GHz 지원,지원,키크론에서 판매되는 마그네틱 스위치하고만 호환 가능(게이트론 듀얼 마그네틱 스위치 등),지원 (작동 범위/감도 : 0.5 ~ 0.38mm / 0.1mm),327.5 x 145 mm,프론트: 22.6mm / 리어: 35.8mm,정보 없음,"[""Q1 HE 키보드"", ""USB Type C to C 케이블"", ""USB Type A to C 젠더"", ""무선 2.4GHz 리시버 전용 연장 어뎁터"", ""Type-A 2.4GHz 리시버"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치""]",1년,1735 ± 10g,"[""쉘 화이트"", ""카본 블랙""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
134,137,K8,"[""K팔"", ""케이팔"", ""케이8"", ""K8""]","129,000",false,"",[],"[""G PRO"", ""적축"", ""갈축"", ""청축"", ""핫스왑"", ""옵티컬 핫스왑"", ""80%"", ""텐키리스"", ""기계식"", ""알루미늄"", ""플레이트 마운트"", ""무한 동시 입력"", ""무선"", ""유선"", ""블루투스"", ""블투"", ""6키 동시 입력""]","[""10만원대"", ""블루투스 약 240시간"", ""게임용"", ""게이밍"", ""게임""]",80% 텐키리스,기계식 키보드,"[""게이트론 G PRO 스위치 갈축 "", ""게이트론 G PRO 핫스왑 스위치 적축 청축 갈축"", ""게이트론 G PRO 핫스왑 스위치 적축"", ""게이트론 G PRO 핫스왑 스위치 갈축"", ""게이트론 옵티컬 핫스왑 스위치 청축"", ""게이트론 옵티컬 핫스왑 스위치 갈축 "", ""게이트론 G PRO 스위치 청축"", ""게이트론 G PRO 핫스왑 스위치 청축""]",12,ABS/알루미늄,"이중 사출 PBT / OSA 프로파일
(영문: 이중사출 / 한글: 레이저 각인)",플레이트 마운트 방식,정보 없음,유선: 무한 동시 입력 / 무선: 6키 동시 입력,Plug & Play 지원,"유선: 1000HZ, 무선: 90HZ",MAC / IOS / Windows / Android,"4,000mAh",LED 최소 밝기: 약 100시간 / LED OFF : 약 240시간(작동 시간은 사용환경에 따라 다를 수 있습니다.) ,"RGB 18종 - 4단계 밝기 조절,  정방향 배열",유선: Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,핫스왑 옵션 있는 모델만 MX 스타일 3Pin & 5Pin 호환,미지원,"ABS: 355 X 123mm 
알루미늄: 359 X 127mm",프론트: 35mm / 리어: 42mm,정보 없음,"[""K8"", ""퀵 스타터 가이드"", ""사용자 메뉴얼"", ""USB Type A to C 케이블"", ""키캡 리무버 "", ""스위치 리무버(핫스왑 모델만 동봉)"", ""추가 키캡 1set""]",1년,ABS: 740g / 알루미늄: 887g,"[""WHITE LED/RGB LED - 라이트 그레이"", ""알루미늄 RGB - 다크 그레이""]","[{""colorName"": ""WHITE LED/RGB LED - 라이트 그레이"", ""releaseDate"": """"}, {""colorName"": ""알루미늄 RGB - 다크 그레이"", ""releaseDate"": """"}]"
135,138,V10 PRO MAX,"[""V10 PRO MAX"", ""V10 PRO 맥스"", ""V10 프로 MAX"", ""V10 프로 맥스"", ""V10 MAX"", ""V10 맥스"", ""V10""]","169,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""바나나축"", ""75%"", ""컴팩트 텐키리스"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""무한 동시 입력"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑"", ""어고노믹""]","[""10만원대"", ""엘리스"", ""앨리스"", ""인체공학적"", ""인체"", ""공학"", ""어고노믹""]",75% 엘리스 컴팩트 텐키리스 배열,기계식 키보드,"[""게이트론 주피터 기계식 바나나축/적축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,389.6 x 162.5 mm,정보 없음,프론트: 18.7mm / 리어: 27.2mm,"[""V10 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,958 ± 10g,"[""카본 블랙""]","[{""colorName"": ""카본 블랙"", ""releaseDate"": ""단종""}, {""colorName"": ""레트로"", ""releaseDate"": "" ""}, {""colorName"": ""쉘 화이트"", ""releaseDate"": "" ""}]"
136,139,K9 PRO,"[""K9 프로"", ""케이9 PRO"", ""K나인 프로"", ""K9 PRO"", ""K9""]","184,000",false,"",[],"[""로우프로파일"", ""적축"", ""기계식"", ""60%"", ""미니"", ""ABS"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""핫스왑"", ""로우"", ""파일""]","[""10만원대"", ""슬림""]",60% 미니 배열,기계식 키보드,"[""게이트론 로우프로파일 기계식 적축""]",12,ABS,이중사출 PBT/LSA 프로파일(영문: 이중사출),정보 없음,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz",IOS / MAC / Windows / Android / Linux,"2,000mAh",LED 최소 밝기: 약 33시간 / LED OFF: 약 100시간,RGB 22종 - 4단계 밝기 조절,유선: USB Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 로우프로파일 핫스왑 지원,미지원,287 x 97.5mm,프론트: 19.8mm / 리어: 23.5mm,정보 없음,"[""K9 PRO 키보드"", ""USB Type C to A 케이블"", ""키캡 리무버"", ""스위치 리무버""]",1년,410g,"[""RGB LED - 다크 그레이""]","[{""colorName"": ""RGB LED - 다크 그레이"", ""releaseDate"": """"}]"
137,140,V3 PRO MAX White,"[""V3 PRO MAX White"", ""V3 PRO MAX 화이트"", ""V3 프로 MAX White"", ""V3 PRO 맥스 White"", ""V3 프로 맥스 White"", ""V3 프로 MAX 화이트"", ""V3 프로 맥스 화이트"", ""V3 MAX White"", ""V3 맥스 White"", ""V3 MAX 화이트"", ""V3 맥스 화이트"", ""V3""]","169,000",false,"",[],"[""K PRO"", ""저소음 적축"", ""저소음 갈축"", ""바나나축"", ""80%"", ""텐키리스"", ""기계식"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""10만원대"", ""입문자용"", ""입문자"", ""초보"", ""입문""]",80% 텐키리스,기계식 키보드,"[""K PRO 저소음적축/저소음갈축/바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,366.7 x 140.56 mm,정보 없음,프론트: 22.04mm / 리어: 30.05mm,"[""V3 PRO MAX White 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,696 ± 10g,"[""화이트""]","[{""colorName"": ""화이트"", ""releaseDate"": """"}]"
138,141,K10 PRO SE,"[""K10 프로 SE"", ""K10 프로 에스이"", ""K10 PRO 에스이"", ""K10 PRO SE"", ""K10""]","179,000",false,"",[],"[""K PRO"", ""저소음 적축"", ""바나나축"", ""기계식"", ""100%"", ""풀배열"", ""ABS"", ""핫스왑"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투""]","[""10만원대"", ""입문자용"", ""입문자"", ""초보"", ""초보자"", ""잘팔리는"", ""순위 높은"", ""인기""]",100% 풀배열,기계식 키보드,"[""K-PRO 저소음 적축"", ""K-PRO 바나나축"", ""K-PRO 저소음 바나나축"", ""K-PRO 저소음 화이트축""]",12개,ABS,"이중 사출 PBT / OSA 프로파일
(한글, 영문: 이중 사출)","핫스왑 지원: 볼트 타입 PCB 체결 
핫스왑 미지원: 보강용 스테빌라이저",정보 없음,"유선: 무한 동시 입력 
무선: 무한 동시 입력",Plug & Play 지원,"유선: 1000Hz 
블루투스: 90Hz",MAC / IOS / Windows / Android / Linux,4000mAh,약 290시간(작동 시간은 사용 환경에 따라 다를 수 있습니다.),미지원 모델,"유선: USB Type-C 케이블
무선: 블루투스 5.1",미지원,미지원,핫스왑 지원 옵션이 있는 모델만 MX 스타일 3Pin & 5Pin 호환 가능,미지원,445 X 138mm,"프론트 높이: 32.8mm 
리어 높이: 40.4mm",정보 없음,"[""K10 PRO SE 키보드"", "" 키보드 프레임"", "" PCB"", "" 스틸 보강판"", "" 흡음재"", "" 실리콘 흡음 패드"", "" 스테빌라이저 5개"", ""이중 사출 PBT 키캡"", "" 스위치 1SET"", "" USB Type A to C 케이블"", "" 스위치 리무버(핫스왑 버전만 동봉)"", "" 키캡 리무버"", "" 스크류 드라이버"", "" 육각 렌치"", "" 윈도우용 교체 키캡""]",1년,1495 ± 10g,"[""레트로"", ""쉘 화이트"", ""화이트""]","[{""colorName"": ""레트로"", ""releaseDate"": """"}, {""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""화이트"", ""releaseDate"": """"}]"
139,142,K8 PRO SE,"[""K8 프로 Se"", ""K8 PRO 에스이"", ""K8 프로 에스이"", ""케이8 프로 Se"", ""K팔 pro SE"", ""K8 PRO SE"", ""K8""]","169,000",false,"",[],"[""K PRO"", ""저소음 적축"", ""바나나축"", ""80%"", ""텐키리스"", ""기계식"", ""ABS"", ""핫스왑"", ""무한 동시 입력"", ""볼트 타입 PCB"", ""유선"", ""무선"", ""블루투스"", ""블투""]","[""10만원대"", ""입문자"", ""입문"", ""초보자"", ""초보자용"", ""초보""]",80% 텐키리스,기계식 키보드,"[""키크론 K-PRO 저소음 적축"", ""키크론 K-PRO 바나나축"", ""K-PRO 저소음 바나나축"", ""K-PRO 저소음 화이트축""]",12,ABS,"이중 사출 PBT / OSA 프로파일
(영문: 이중사출 / 한글: 이중사출)","핫스왑 지원: 볼트 타입 PCB 체결
핫스왑 미지원: 보강용 스태빌라이저",정보 없음,"유선: 무한 동시 입력
무선: 무한 동시 입력",Plug & Play 지원,"유선: 1000HZ, 무선: 90HZ",MAC / IOS / Windows / Android / Linux,"4,000mAh",약 290시간(작동 시간은 사용환경에 따라 다를 수 있습니다.) ,미지원,유선: Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,핫스왑 지원 모델만 MX 스타일 3Pin & 5Pin 호환,미지원,ABS: 355 X 123mm,프론트: 35mm / 리어: 42mm,정보 없음,"[""K8 PRO SE 키보드"", ""프레임"", ""PCB,"", ""스틸 플레이트"", ""흡음제"", ""실리콘 흡음패드"", ""스태빌라이저 5개"", ""이중사출 PBT 키캡"", ""스위치"", """", ""USB Type A to C 케이블"", """", ""스위치 리무버(핫스왑 버전만 동봉)"", ""키캡 리무버"", ""스크류 드라이버"", ""윈도우용 교체 키캡""]",1년,990 ± 10g,"[""레트로"", ""쉘 화이트"", ""화이트""]","[{""colorName"": ""레트로"", ""releaseDate"": """"}, {""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""화이트"", ""releaseDate"": """"}]"
140,143,K10 PRO WHITE,"[""K10 프로 화이트"", ""K10 PRO 화이트"", ""K10 프로 White"", ""K10 PRO WHITE"", ""K10""]","199,000",false,"",[],"[""K PRO"", ""핫스왑"", ""저소음 적축"", ""저소음 갈축"", ""저소음 바나나축"", ""저소음 화이트축"", ""바나나축"", ""100%"", ""풀배열"", ""기계식"", ""ABS"", ""볼트 타입  PCB"", ""유선"", ""무선"", ""무한 동시 입력""]","[""10만원대"", ""저소음"", ""조용한"", ""소음이 적은"", ""인기"", ""순위 높은"", ""잘팔리는""]",100% 풀배열,기계식 키보드,"[""키크론 K-PRO 핫스왑 스위치 저소음 적축"", ""키크론 K-PRO 핫스왑 스위치 저소음 갈축"", ""키크론 K-PRO 핫스왑 스위치 저소음 바나나축"", ""키크론 K-PRO 핫스왑 스위치 저소음 화이트축 바나나축"", ""키크론 K-PRO 핫스왑 스위치 바나나축""]",12,ABS,이중 사출 PBT / OSA 프로파일,볼트 타입 PCB 체결,정보 없음,유선/무선: 무한 동시 입력(NKRO) ,Plug & Play 지원,"유선: 1000HZ, 무선: 90HZ",MAC / IOS / Windows / Android,"4,000mAh",LED 최소 밝기: 약 100시간 / LED OFF : 약 300시간(작동 시간은 사용환경에 따라 다를 수 있습니다.)   ,"RGB 22종 - 4단계 밝기 조절,  정방향 배열",유선: Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 3Pin & 5Pin 호환,미지원,445 X 138mm,프론트: 32.8mm / 리어: 40.4mm,정보 없음,"[""K10 PRO WHITE 키보드"", ""프레임"", ""PCB,"", ""스틸 플레이트"", ""흡음제"", ""실리콘 흡음패드"", ""스태빌라이저 8개"", ""이중사출 OSA 프로파일 PBT 키캡"", ""키크론 K-PRO 저소음 스위치"", """", ""USB Type A to C 케이블"", """", ""스위치 리무버"", ""키캡 리무버"", ""윈도우용 교체 키캡"", ""포인트 키캡""]",1년,1495g,"[""화이트""]","[{""colorName"": ""화이트"", ""releaseDate"": """"}]"
141,144,Lemokey L3,"[""Lemokey L3"", ""레모키 L3"", ""레모키 엘3"", ""레모키 엘쓰리"", ""Lemokey 엘3"", ""Lemokey L쓰리"", ""Lemonkey L3"", ""L3""]","305,000",false,"",[],"[""주피터"", ""기계식"", ""적축"", ""갈축"", ""바나나축"", ""80%"", ""텐키리스"", ""알루미늄"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑"", ""게이트론""]","[""30만원대""]",80% 텐키리스,기계식 키보드,"[""게이트론 주피터 기계식 적축/갈축/바나나축""]",12,CNC 가공 알루미늄,이중 사출 PBT / 체리 프로파일(영문: 이중사출),정보 없음,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 무선 2.4GHz / 블루투스: 90Hz",MAC / IOS / Windows / Android / Linux,4000mAh,"LED 최소 밝기: 약 100시간, LED OFF: 약 200시간","RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: RF2.4GHz / 블루투스 5.1,지원,미지원,MX 스타일 3Pin & 5Pin 호환,미지원,401 X 137mm,프론트: 19.8mm / 리어: 29.84mm,정보 없음,"[""완성품 키보드, Type C to C 케이블, Type C to A 젠더, 리시버 전용 연장 어뎁터, 키캡&스위치 리무버, 스크류 드라이버, 육각렌치, 포인트 키캡""]",1년,1976 ± 10,"[""카본 블랙"", ""네이비 블루"", ""스페이스 실버""]","[{""colorName"": ""카본 블랙"", ""releaseDate"": """"}, {""colorName"": ""네이비 블루"", ""releaseDate"": """"}, {""colorName"": ""스페이스 실버"", ""releaseDate"": """"}]"
142,145,B1 PRO,"[""비원 프로"", ""B1 프로"", ""비1 프로"", ""B원 프로"", ""비원 pro"", ""비1 pro"", ""B원 pro"", ""비원프로"", ""B1PRO"", ""B1 PRO"", ""B1""]","54,000",false,"",[],"[""2.4GHz"", ""미니"", ""아이패드"", ""아이 패드"", ""ipad"", ""펜타그래프"", ""펜타"", ""팬타 그래프"", ""블루투스"", ""블투"", ""무선"", ""60%"", ""해피해킹"", ""HHKB""]","[""휴대"", ""휴대하기 편한"", ""2.4GHz 를 지원하는"", ""가벼운"", ""저렴한"", ""가성비"", ""들고다니기 좋은"", ""키스킨 기본 제공"", ""5만원대"", ""10만원이하"", ""잘팔리는"", ""순위 높은"", ""인기""]",미니 배열 60%,펜타그래프 키보드,"[""키크론 펜타그래프""]",12,ABS,정보 없음,정보 없음,정보 없음,미지원,Plug & Play 지원,정보 없음,MAC / IOS / Windows / Android / Linux,800mAH,1200시간,백라이트 미지원,유선: USB Type-C 케이블 / 무선: 블루투스 5.2 & 무선 RF 2.4GHz,2.4Ghz 지원,미지원,미지원,미지원,296 x 130 x 14.5mm,정보 없음,정보 없음,"[""B1 PRO 키보드, 전용 실리콘 키스킨, USB Type C to C 케이블, USB Type C to A 젠더 ,USB Type A 무선 2.4GHz 리시버, 퀵가이드""]",1년,425g,"[""바닐라 크림"", ""스페이스 그레이"", ""레트로 블루""]","[{""colorName"": ""바닐라 크림"", ""releaseDate"": """"}, {""colorName"": ""스페이스 그레이"", ""releaseDate"": """"}, {""colorName"": ""레트로 블루"", ""releaseDate"": ""2025-01-03""}, {""colorName"": ""레트로"", ""releaseDate"": ""2025-01-03""}]"
