#,inquiry_no,brand_channel,internal_product_code,inquiry_category,title,inquiry_content,inquiry_registration_date_time,customer_id,customer_name,order_id,naver_product_no,product_name,product_order_option,answer_content,answered,ai_answer_generated,cs_reviewed,processing_status,created_at,updated_at
484,305975892,KEYCHRON,,기타,키보드가 자꾸 자판을 누르지도 않았는데 눌러져요,"연속으로 눌려져서 매번 키보드를 아예 끄거나 노트북을 재부팅해야 자판 누르는게 꺼지는데 거의 하루에 1번꼴로 이런일이 생깁니다.
키보드 문제이면 교환 부탁 드려요",2025-01-14 09:39:18,ebb9*****,최*비,2024120270993301,8593818070,키크론 K5 레트로 화이트 SE 2.4G 매크로 슬림 로우 프로파일 기계식 키보드,,"안녕하세요 키크론입니다.

블루투스로 연결 후 이용하신다면 FN+Z+J를 4초간 눌러 초기화 후, 주변의 무선 기기를 제거한 환경에서 테스트 부탁드립니다.
이후 동일한 증상이라면 동일한 특정 키에서만 증상이 있는지, 불특정 다수의 키에서 증상이 발생하는지 여부를 확인하여 번거로우시겠지만 키크론 공식홈페이지 - 고객지원 - AS접수하기에 구매내역과 증상을 포함하여 글 남겨주시면 확인 후 조치드리겠습니다.

감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
485,305991263,KEYCHRON,,교환,교환 문의,안녕하세요. 교환 신청하고 반품 보냈는데 혹시 언제쯤 제품받을 수 있을까요? ,2025-01-14 14:44:15,tngm*****,강*희,2025010921174671,10714447524,키크론 앨리스 실리콘 팜레스트 인체공학 키보드 손목 받침대 패드 쿠션 보호 만능 호환,컬러｜배열 선택: 블랙｜앨리스(인체공학) / 옵션 선택: 앨리스배열용 38.2cm (PR54),"안녕하세요 키크론입니다.

현재 수거중으로 수거 완료가 된 후에 담당 부서에서 순차적으로 처리 될 예정입니다! :D
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
486,305994096,KEYCHRON,,환불,키보드 깨짐,"안녕하세요. 
지난주 키보드 받았는데 제품 다 오픈했는데 자판 하나가 금이 가 있어서 문의드립니다.


",2025-01-14 15:41:55,mjh9***,문*혜,2025010891291241,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑O)｜+3만 / 프레임｜색상 선택: 레트로🧡｜저소음 적축(보글보글💗),"안녕하세요 키크론입니다.

먼저 불편을 드려 죄송합니다😭🙏
톡톡으로 사진과 함께 추가 배송 받아보실 성함/주소/연락처 남겨주시면 추가 발송 해드리겠습니다!
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
487,305997416,KEYCHRON,,상품,연결안됨,사무실 컴이 블루투스안되는거라 유선이나 2.4G로 연결해서 사용할려고산건데요. 윈도우쓰고 유선연결 스위치중간케이블로 무선2.4G연결 스위치G로 둘다 연결할때 띠리링연결소리 납니다. 근데 타자가안돼요. 장치에서 확인해도 연결상태로 나오는데 타자가 안되네요. ,2025-01-14 16:50:26,re****,임*영,2025011322066951,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑O)｜+3만 / 프레임｜색상 선택: 쉘화이트💚｜저소음 적축(보글보글💗),"안녕하세요 키크론입니다.

앗 리시버와 키보드 사이의 간격이 어느 정도 될까요??😮
너무 멀거나 장애물이 많으면 연결이 불안정할 수 있습니다!
더 자세한 사용 환경 점검을 위해 톡톡으로 문의 주시면 좀 더 자세한 방법 안내 드리겠습니다!🙏❤
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
488,305999505,KEYCHRON,,상품,안녕하세요 스위치 관련해서 문의 드립니다.,"[키크론] K8 Retro 레트로 블루투스 무선 기계식 키보드 / 애플 텐키리스 키보드

이 제품을 22년도에 샀는데 혹시 이 키보드에 들어가는 적축 스위치의 종류를 알 수 있을까요? 스위치교체를 하려고 하는데 어떤 스위치랑 호환이 되는지 몰라 문의드립니다.

+ 핫스왑안되는걸로 산건알고있습니다.!",2025-01-14 17:31:41,minu****,김*우,2022010352384861,6122153875,[키크론] K8 Retro 레트로 블루투스 무선 기계식 키보드 / 애플 텐키리스 키보드,프레임 선택: 알루미늄 프레임 / 스위치 타입: 기계식 (핫스왑 미지원) / 스위치 옵션: 적축,"안녕하세요 고객님 , 키크론 입니다 

엇.. 핫스왑이 안되는 모델은 스위치교체가 불가한거라 어떤 스위치도 호환되지않습니다!
만약 핫스왑 지원 모델이었다면 K PRO 스위치 /게이트론 스위치 등 체리MX, 게이트론, 카일, 오테뮤 등 체리 표준(US)배열 십자 스템 형태가 적용 된 상품과 호환 가능해요 : ) 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
489,306000020,KEYCHRON,,환불,키스킨을 같이 주문했어야 하는데 깜빡했습니다...,키크론 K5 전용 키스킨 키보드 덮개 커버 반투명 제품을 같이 주문했어야 하는데 팜레스트만 주문했어요... 혹시 주문 취소 할 수 있을까요?,2025-01-14 17:41:36,yhs1*****,윤*섭,2025011447772541,9827354617,키크론 실리콘 팜레스트 키보드 손목 받침대 거치대 패드 스탠다드 텐키리스 블랙 PR45,컬러｜배열 선택: 그레이｜스탠다드 / 옵션 선택: 풀배열용 42.4cm (PR72),"안녕하세요 고객님 , 키크론 입니다 

아쉽게도 해당 주문건 바로 배송작업이 나가서 취소가 어려웠던 점 양해 부탁드립니다 ㅠ.ㅠ..
도움드리지 못해 죄송합니다 🙏

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
490,306002923,KEYCHRON,,배송,배송 완료라는데 택배가 안왔어요,냉무…. ,2025-01-14 18:45:32,ky00****,이*민,2025011338962821,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑O)｜+3만 / 프레임｜색상 선택: 쉘화이트💚｜저소음 적축(보글보글💗),"안녕하세요 고객님 , 키크론 입니다 

앗.. 간혹 기사님들이 배송완료 먼저 찍고 배송하시는경우가있어요 ㅠㅠ..! 늦은시간대라서 .. 일괄로 처리하시는거같아요 ..
아침에도 상품이 없었는지 확인 부탁드립니다 !! 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
491,306004011,KEYCHRON,,상품,상품이 이상합니다,"일부 먹히는 키와 안 먹히는 키가 다르고 ?를 누르면 이상한 문자들이 연달아 입력됩니다. 
펌웨어 문제인가 싶어 업데이트를 진행했는데 최종적으로 flash complete가 안되고, 디스커넥티드 됩니다. 그러고나면 버튼이 아예 안먹히고 공장초기화 버튼을 눌러도 불빛도 안들어옵니다",2025-01-14 19:10:27,dewy******,김*욱,2025011334647911,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑O)｜+3만 / 프레임｜색상 선택: 쉘화이트💚｜저소음 적축(보글보글💗),"안녕하세요 키크론입니다.

앗 FN+Z+J 키를 약 5초간 눌러 초기화 해주신 후에 연결 상태 재확인 부탁드려요!
그 후에 문제되는 키 위치의 스위치를 뽑으신 후에 다른 스위치(정상 작동 되는 위치의 스위치)
를 장착하여 해당 위치에서 증상이 동일한지 확인 부탁드립니다🙏
스위치 교체 테스트 후 톡톡으로 남겨주시면 확인 후 재안내 드리겠습니다!
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
492,306004710,KEYCHRON,,기타,동봉된 키캡 불량,윈도우 모양 키캡이 박살나있는 상태로 왔습니다,2025-01-14 19:27:10,pths*****,허*영,2025011175566751,10801190702,키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실저소음 기계식 키보드 블랙 바나나축,스위치 선택: 저소음화이트축 (살랑살랑💙) / 프레임 선택: 레트로💛｜PRO SE2(RGB만 없어용😏),"안녕하세요 고객님 , 키크론 입니다

받아보신 상품에 불편을 드려 너무 죄송합니다
키캡만 빠르게 교환받아보실수있도록 하겠습니다 
해당건 톡톡으로 사진과 함께 내용첨부 부탁드릴게요 🙏 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
493,306005443,KEYCHRON,,기타,추가 키캡불량 및 사은품 누락,윈도우모양 키캡 박살나 있는 상태이며 사은품으로  C타입 리시버는 따로 안왔습니다. 교환 반품으로 신청안하고 구매완료했는데 확인 부탁드립니다.,2025-01-14 19:44:39,pths*****,허*영,2025011175566751,10801190702,키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실저소음 기계식 키보드 블랙 바나나축,스위치 선택: 저소음화이트축 (살랑살랑💙) / 프레임 선택: 레트로💛｜PRO SE2(RGB만 없어용😏),"안녕하세요 고객님 , 키크론 입니다

받아보신 상품에 불편을 드려 너무 죄송합니다
키캡만 빠르게 교환받아보실수있도록 하겠습니다 
해당건 톡톡으로 사진과 함께 내용첨부 부탁드릴게요 🙏 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
494,306011878,KEYCHRON,,환불,실수로 중복주문 되었습니다. 취소해주세요,실수로 중복주문 되었습니다. 취소해주세요,2025-01-14 22:36:02,koko******,김*욱,2025011457788741,11102450990,(세트상품) 키크론 풀배열용 키보드 액세서리 세트 더스트 커버 실리콘 팜레스트 항공케이블,더스트커버 선택: 투명｜풀배열용 (DC-2) / 실리콘팜레스트 선택: 블랙 (PR52) / 항공케이블 선택: 선택안함,"안녕하세요 고객님 키크론 입니다

아쉽게도 해당 주문건은 이미 배송작업이 나가 취소가 어려웠던 점 양해 부탁드립니다 ㅠㅠ
도움드리지못해 죄송합니다 🙏

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
495,306015053,KEYCHRON,,배송,주문실수,"주문을 실수해서 여러건 취소 요청을 했는데
처리 잘 되었을까요?ㅠㅠ 마지막 주문건만 맞는 주문입니다ㅠㅠ!",2025-01-15 01:54:02,jjk6***,조*경,2025011567409961,10310689702,키크론 K8 PRO SE 레트로 저소음 핫스왑 무선 기계식 키보드 텐키리스 애플 맥,옵션｜프레임 선택: PRO SE｜핫스왑 O｜레트로🧡 / 스위치 선택: 저소음바나나축 (+RGB 스펙업),"안녕하세요 고객님 키크론 입니다 

현재 문의남겨주신 주문건은 취소완료된것으로 확인됩니다 : ) 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
496,306021061,KEYCHRON,,환불,반품신청건 처리일정 문의,"파손된 채로 배송되어 반품신청 후 회수되었습니다.
확인 부탁드립니다.",2025-01-15 09:46:09,kkan******,주*아,2025011166295541,10801190702,키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실저소음 기계식 키보드 블랙 바나나축,스위치 선택: 저소음화이트축 (살랑살랑💙) / 프레임 선택: 레트로💛｜PRO SE2(RGB만 없어용😏),"안녕하세요 고객님 , 키크론 입니다

상품이 아직 저희쪽으로 입고되지않았습니다!!
아마 오늘~내일 중 입고예정으로 보여 
입고일로부터 순차적으로 검수 후 처리되어 1~2일 소요 될 예정입니다
빠르게 처리 되도록 하겠습니다 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
497,306022250,KEYCHRON,,반품,키보드만 반품,키보드반품하고싶은데 케이블두같이 되네요 케이블은그냥쓰고싶은데 케이블빼고 보내도 되나여,2025-01-15 10:10:34,re****,임*영,2025011322066951,10310833443,(Cab-W) 화이트 항공케이블🤍,핵 이쁜 항공케이블: (Cab-W) 화이트 항공케이블🤍,"안녕하세요 고객님 키크론 입니다

앗 그럼요 ~ 키보드만 반품으로 보내주시면 입고되는데로 키보드 환불 도와드릴게요 ! : ) 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
498,306023330,KEYCHRON,,반품,반품 처리 요청,"한번 교환을 했는데, 동일한 문제가 발생합니다. 반품해주세요. 반품버튼이 없는데 어떻게 처리해야하나요?",2025-01-15 10:30:45,yeji*****,박*진,2025010249934871,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑X)｜+1.5만 / 프레임｜색상 선택: 레트로🧡｜저소음 바나나축(몽글몽글💗),"안녕하세요 고객님 , 키크론 입니다 

받아보신 상품에 불편을 드려 죄송합니다 
번거로우시겠지만 아래 경로로 반품접수 해주시면 담당부서에서 확인하여 처리 드리겠습니다.
키크론 공식 홈페이지 - 고객지원 - AS/교환/반품 접수에 구매내역과 증상의사진 및 영상 함께 첨부 가능하다면 첨부하여 접수 부탁 드립니다 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
499,306028305,KEYCHRON,,상품,상품 사용 중인데 엔터키가 꼭 두번을 눌러야 입력되어요.,어쩔땐 세게 몇번을 눌러야 되는데 이거 불량아닌가요?,2025-01-15 12:11:14,eure***,하*리,2025010759425201,10801190702,키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실저소음 기계식 키보드 블랙 바나나축,스위치 선택: 저소음바나나축 (몽글몽글💓) / 프레임 선택: 레트로💛｜PRO MAX,"안녕하세요 고객님 키크론 입니다

엇 혹시 엔터키에 있는 스위치를 다른 위치에 잘눌리는 스위치랑 교체해서 테스트 해보아도 그런지 확인 부탁드립니다 ! 교체시 잘 눌린다면 스위치만 추가발송 가능하며 
교체해도 잘 안된다면 AS접수가 필요할거같습니다 ㅠㅡㅠ
어떤 처리 받아보실지 번거로우시겠지만 아래 경로로 AS접수 해주시면 담당부서에서 확인하여 처리 드리겠습니다.
키크론 공식 홈페이지 - 고객지원 - AS접수에 구매내역과 증상의사진 및 영상 함께 첨부 가능하다면 첨부하여 접수 부탁 드립니
감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
500,306034325,KEYCHRON,,상품,무선 연결 시 키 연속 입력,"블루투스나 USB수신기 사용 시 키 입력이 연속적으로 되어 일상에서 사용할 수 없는 수준의 오타가 나요...
이거 해결 방법 없나요? 업데이트도 했는데 똑같네요",2025-01-15 14:13:43,skye****,강*민,2024092430839291,10801190702,[체감가12만9천원] 키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실 저소음 기계식 키보드,프레임 선택: 카본 블랙 / 스위치 선택: 저소음바나나축 (몽글몽글💓) / 🔥신상위크 선착순 혜택🔥: 지티기어 모니터암 (10/02 별도 순차발송),"안녕하세요 고객님 , 키크론 입니다

업데이트 해도 동일하시다는걸까요 ㅠㅠ
2.4연결했는데도 입력오류가 발생한다면 해당건 주변에 다른 무선 연결이 많이 되어있는지 확인 부탁드리며 
지속적으로 불편함이 생기는 경우 AS접수 부탁드립니다 
번거로우시겠지만 아래 경로로 AS접수 해주시면 담당부서에서 확인하여 처리 드리겠습니다.
키크론 공식 홈페이지 - 고객지원 - AS접수에 구매내역과 증상의사진 및 영상 함께 첨부 가능하다면 첨부하여 접수 부탁 드립니

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
501,306037631,KEYCHRON,,환불,결제 취소 후 재결제,"쿠폰이 있어서, 기존건 결제 취소 요청하고 쿠폰 적용해서 재결제했습니다. 기존건 취소 처리 부탁드립니다.",2025-01-15 15:21:51,shin****,신*선,2025011577820021,11342533264,"키크론 K10 PRO SE2 저소음 2.4G 핫스왑 무선 기계식 키보드 레트로, 저소음바나나축",,"안녕하세요 고객님 , 키크론 입니다 

아쉽게도 해당 주문건은 이미 배송작업이 시작되어 취소가 어렵습니다 ㅠ.ㅠ..
도움드리지못해 죄송합니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
502,306038899,KEYCHRON,,배송,배송,C2배달하면서 앞전에 구매한 K10반품수거 같이 됏으면 좋겟어요. ,2025-01-15 15:49:03,re****,임*영,2025011581346771,6341882260,키크론 C2 PRO 레트로 유선 키보드 기계식 사무용 무소음 저소음 키보드 매크로 C1,옵션 선택: 저소음 적축 (보글보글💖),"안녕하세요 고객님 , 키크론 입니다 

배송/수거는 각각 따로 진행되고있습니다 ㅠ,ㅠ
빠르게 수거 후 입고되는데로 처리 될 수 있도록 하겠습니다 🙏 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
503,306040596,KEYCHRON,,기타,이벤트로 만원 적립,이벤트로 만원 적립된다는 문자 받았는데 언제 적립되나요?,2025-01-15 16:24:26,dkss******,유*웅,2025011175934931,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑X)｜+1.5만 / 프레임｜색상 선택: 쉘화이트💚｜저소음 적축(보글보글💗),"안녕하세요 고객님 , 키크론 입니다 

SNS 리뷰 이벤트 말씀이실까요 ?
어떤 이벤트인지 말씀 부탁드립니다 ~!

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
504,306045199,KEYCHRON,,상품,키캡 누락,"안녕하세요
배송 수령 후 키캡을 윈도우에 맞게 교체하려니
한자키가 한 개 누락 된 것 같습니다
확인 부탁드립니다!",2025-01-15 18:04:00,hell******,김*안,2025011288478471,6153621276,키크론 K3 레트로 화이트 SE 2.4G 저소음 적축 슬림 로우프로파일 무선 기계식 키보드,,"안녕하세요 키크론입니다.

앗, 고객님께서 수령하신 키캡의 확인이 필요할 것 같아요!
번거로우시겠지만 톡톡으로 수령하신 키캡의 사진과 성함/주소/연락처를 남겨주시면 확인후 안내 도움드리겠습니다. 감사합니다!",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
505,306057098,KEYCHRON,,상품,주문싱품 비교,"키크론 K10 PRO SE2 저소음 2.4G 핫스왑 무선 기계식 키보드 레트로, 저소음바나나축 new

이 상품이랑 동일상품인가요? 
입고일 문의했었는데 2월에 입고된다고 해서 배송 전 확인요청드립니다",2025-01-16 00:34:54,daeh***,송*경,2025011693118711,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑O)｜+3만 / 프레임｜색상 선택: 레트로🧡｜저소음 바나나축(몽글몽글💗),"안녕하세요 고객님키크론 입니다 

네 ! 고객님 옵션에서 선택해주신 상품 SE2 모델로 동일합니다 
도착 보장 상품으로 금일 밤 12시 이전 배송 예정이예요 : ) 
빠른 배송 도와드리겠습니다! 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
506,306062136,KEYCHRON,,배송,출고 일정 문의드립니다.,"안녕하세요! 위의 주문 건 발송 지연 처리 진행되었던데,
발송(출고) 일정 안내 받을 수 있을까요?
바쁘시겠지만, 확인 좀 부탁드립니다. 
즐거운 하루 보내세요 *^^*",2025-01-16 09:19:17,1004********,유*희,2025011586035601,10078145519,키크론 Q10 PRO MAX 알루미늄 RGB 인체공학 무선 기계식 키보드 핫스왑 앨리스,옵션 선택: 쉘 화이트ㅣ바나나축 / 🔥선착순 사은품🔥: 저소음바나나스위치110P🎁,"안녕하세요 키크론입니다.

안타깝게도 고객님께서 주문해주신 팜레스트는 현재 품절되어 발송이 어려운 점 양해 부탁드립니다. 해당 주문은 전체 취소 예정이며, 팜레스트를 제외 후 구매하여주시면 오늘 발송 될 예정입니다.
감사합니다:)",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
507,306066913,KEYCHRON,,배송,배송완료라고 뜨는데 배송이 안됬는데요…,ㅈㄱㄴ,2025-01-16 10:57:07,jhjh****,김*훈,2025011568847741,10801190702,키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실저소음 기계식 키보드 블랙 바나나축,스위치 선택: 저소음화이트축 (살랑살랑💙) / 프레임 선택: 카본 블랙💙｜PRO MAX,"안녕하세요 키크론입니다.

동일한 문의 내용 톡톡으로 안내 드렸습니다!
택배 기사님께 연락이 없으셨다면 톡톡으로 남겨주시면 택배사 확인 도와드리겠습니다 ㅠㅠ...!!!
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
508,306071455,KEYCHRON,,교환,언제 교환제품이 올까요,따로 배송 정보가 없어서 문의드려욤,2025-01-16 12:35:52,ehdd****,오*욱,2025011284812051,10078145519,더스트 커버 (DC-10),함께 구매하면 좋은 전용 액세서리💖: 더스트 커버 (DC-10),"안녕하세요 키크론입니다.

고객님 제품 오늘 발송 됩니다! :D
다만 배송사 특성상 운송장 번호는 밤 시간이나 다음날 업데이트 되는 점 참고 부탁드립니다🙏❤
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
509,306073498,KEYCHRON,,상품,2.4 젠더 문의,제가 키보드를 케이블 연결해서 하다가 2.4로 연결해볼려고 했더니 젠더가 박스에 없어서 구매하는 방법있나요??,2025-01-16 13:22:50,youn****,남*연,2024041332604291,7999853546,키크론 V6 MAX RGB 무선 커스텀 기계식 키보드 핫스왑 풀배열 영문각인 PC 맥,옵션 선택: V6 MAX 영문각인 바나나축,"안녕하세요 키크론입니다.

제품 상단에 리시버 보관하는 곳이 있는데 거기에 없는걸까요??😮
없으시다면 사진과 함께 톡톡 남겨주시면 추가 확인 도와드리겠습니다🙏❤
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
510,306096787,KEYCHRON,,배송,배송지연,"배송이 안되었는데 배송완료로 표시되었네여...
ㅡㅡ!!",2025-01-17 00:46:44,daeh***,송*경,2025011693118711,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE2｜+2.4G(핫스왑O)｜+3만 / 프레임｜색상 선택: 레트로🧡｜저소음 바나나축(몽글몽글💗),"안녕하세요 고객님 키크론 입니다

배송관련 불편을 드려 죄송합니다 ㅠ.ㅠ..
해당건 간혹 기사님들이 일괄로 배송완료 찍은 후 배송을 하는경우가 있습니다 ㅠㅠ..
아침에도 수령하지 못하신건지 확인 부탁드립니다 🙏

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
511,306097377,KEYCHRON,,기타,메크로 지연시간,"메크로 지연시간후 저장이 안되는데요
어떻게하죠ㅜㅜㅜㅜ 바람의나라 클래식하려고샀는데요
다른건되는데 지연시간입력하고 저장이안됩니다",2025-01-17 02:10:17,gksw*******,김*준,2025010883691821,10481603447,키크론 레모키 X3 매크로 게이밍 키보드 블랙 LED 유선 기계식 풀배열 Lemokey,옵션 선택: 블랙 적축,"안녕하세요 키크론입니다.

녹화 스타트 버튼 후에 정지 후 적용 해주셨을까요??😮
정확한 확인을 위해 매핑 하신 부분 캡쳐 후 톡톡 남겨주시면 확인 도와드리겠습니다!🙏
새해 복 많이 받으세요!🐍 문의주셔서 감사합니다.",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
512,306104950,KEYCHRON,,환불,취소요청,안녕하세요 1/17 아침에 네이버로 결제하고 10분뒤에 취소요청 보냈는데 처리좀 부탁드려요,2025-01-17 10:42:32,jung**********,김*환,2025011734130421,10801189788,키크론 K8 PRO MAX 무선 5in1 2.4G 매크로 텐키리스 저소음 기계식 키보드,프레임 선택: 카본 블랙 / 스위치 선택: 저소음갈축 (초코초코🤎),"안녕하세요 고객님 , 키크론 입니다 

네 해당 주문건 취소 처리 도와드렸습니다 !! 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
513,306109326,KEYCHRON,,반품,중복구매,구매하고나서 바로 색상바뀨려고 취소하고 취소이유도 다른제품으로 다시구매한다고 썼는데 다음날 배송시작되네요????,2025-01-17 12:21:57,einz********,강*신,2025011623934371,10310833443,키크론 K10 PRO SE 저소음 핫스왑 무선 기계식 키보드 사무실 애플 맥 블루투스,옵션 선택: PRO SE｜블루투스+유선 / 프레임｜색상 선택: 화이트🤍｜저소음 적축(보글보글💗),"안녕하세요 고객님 키크론 입니다

취소접수해주셨을시점에 이미 배송작업이 나간 상태면 취소가 불가합니다 ㅠㅠ
수령하신 상품으로 반품으로 접수해주셔야 입고 후 환불처리 가능해요 : )

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
514,306111103,KEYCHRON,,환불,커버가 작아요,"교환 제품 오늘 와서 바로 확인했으나
이번것도 작습니다.
환불 처리 진행해주셨으면 합니다.",2025-01-17 13:08:51,ehdd****,오*욱,2025011284812051,10078145519,더스트 커버 (DC-10),함께 구매하면 좋은 전용 액세서리💖: 더스트 커버 (DC-10),"안녕하세요 고객님 키크론 입니다

유선 상담 도와드렸습니다 ㅠㅠ 죄송합니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
515,306112124,KEYCHRON,,상품,키보드 작동이 멈췄어요,"안녕하세요 키보드가 잘 작동되다가 갑자기 입력되지 않아서 보니 불빛도 안들어오고.. 건전지가 다된건가 싶어 찾아보니 건전지가 들어가는 키보드 같지는 않더라구요?

작동이 안되어서 우선 기존에 쓰던 키보드로 다시 바꿨는데 어떻게 해야할까요?",2025-01-17 13:32:53,dpwl****,송*진,2025010765382961,7999853546,키크론 V6 PRO MAX RGB 무선 커스텀 기계식 키보드 핫스왑 풀배열 듀얼리시버,프레임 선택: 쉘화이트 / 스위치 선택: 저소음적축(보글보글💖),"안녕하세요 고객님 키크론 입니다

충전식 키보드 입니다 !!
케이블로 연결해서 충분히 충전을 시켜주었는지 확인 부탁드립니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
516,306113202,KEYCHRON,,기타,구매 거래명세서 발행 요청,구매 거래명세서 발행 요청드립니다. ,2025-01-17 13:57:27,dews*****,정*기,2025011613617551,11342488166,"키크론 K10 PRO SE2 저소음 2.4G 핫스왑 무선 기계식 키보드 쉘화이트, 저소음적축",,"안녕하세요 고객님 ,키크론 입니다

해당건 메일로 접수 부탁드립니다

(support@keychron.kr)
감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
517,306114697,KEYCHRON,,상품,키보드 소리 문의,안녕하세요 핫스왑 저소음적축을 구매해 사용한지 약 반년이 되었습니다. 사용하다보니 저소음인데도 소리가 커서 혹시 조치할 수 있는 방법이 있는지 문의드립니다. 감사합니다.,2025-01-17 14:32:30,vol1****,장*진,2024073065978291,10310833443,키크론 K10 PRO SE 레트로 핫스왑  무선 기계식 키보드 풀배열 애플 맥 블루투스,옵션 선택: 레트로｜핫스왑 저소음적축 (저적저적💗),"안녕하세요 고객님 , 키크론 입니다 

전체적으로 소음이 크다는걸까요 ??
어느정도인지 확인이 필요할거같으나 스위치를 별도 구매 후 교체하는 방법이 있으며 추가로 윤활작업을 하는 방법이 있습니다!
스위치나 윤활제는 사이트에서 판매되고있어요 : )

감사합니다 ",true,false,false,pending,2025-10-02 09:32:09,2025-10-02 09:32:09
